,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_250_0.5,Teste,0,520,8,184,10
1,RBF_250_0.5,Teste,1,522,10,181,8
2,RBF_250_0.5,Teste,2,509,14,192,6
3,RBF_250_0.5,Teste,3,511,15,187,8
4,RBF_250_0.5,Teste,4,511,12,194,4
5,RBF_250_0.5,Teste,5,524,9,185,3
6,RBF_250_0.5,Teste,6,528,5,184,4
7,RBF_250_0.5,Teste,7,542,7,166,6
8,RBF_250_0.5,Teste,8,515,7,192,7
9,RBF_250_0.5,Teste,9,511,8,196,6
10,RBF_250_0.5,Treino,0,4705,55,1637,92
11,RBF_250_0.5,Treino,1,4690,66,1653,81
12,RBF_250_0.5,Treino,2,4720,45,1631,94
13,RBF_250_0.5,Treino,3,4698,64,1611,117
14,RBF_250_0.5,Treino,4,4665,100,1615,110
15,RBF_250_0.5,Treino,5,4696,59,1635,100
16,RBF_250_0.5,Treino,6,4710,45,1649,86
17,RBF_250_0.5,Treino,7,4689,50,1659,92
18,RBF_250_0.5,Treino,8,4719,47,1643,81
19,RBF_250_0.5,Treino,9,4720,49,1636,85
