,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_150_0.7,Teste,0,525,3,193,1
1,RBF_150_0.7,Teste,1,531,1,186,3
2,RBF_150_0.7,Teste,2,520,3,198,0
3,RBF_150_0.7,Teste,3,522,4,195,0
4,RBF_150_0.7,Teste,4,520,3,196,2
5,RBF_150_0.7,Teste,5,529,4,187,1
6,RBF_150_0.7,Teste,6,533,0,187,1
7,RBF_150_0.7,Teste,7,549,0,171,1
8,RBF_150_0.7,Teste,8,521,1,199,0
9,RBF_150_0.7,Teste,9,517,2,202,0
10,RBF_150_0.7,Treino,0,4760,0,1715,14
11,RBF_150_0.7,Treino,1,4749,7,1719,15
12,RBF_150_0.7,Treino,2,4751,14,1713,12
13,RBF_150_0.7,Treino,3,4756,6,1710,18
14,RBF_150_0.7,Treino,4,4753,12,1702,23
15,RBF_150_0.7,Treino,5,4702,53,1707,28
16,RBF_150_0.7,Treino,6,4753,2,1723,12
17,RBF_150_0.7,Treino,7,4733,6,1733,18
18,RBF_150_0.7,Treino,8,4761,5,1699,25
19,RBF_150_0.7,Treino,9,4763,6,1700,21
