,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_250_0.6,Teste,0,525,3,190,4
1,RBF_250_0.6,Teste,1,526,6,185,4
2,RBF_250_0.6,Teste,2,518,5,194,4
3,RBF_250_0.6,Teste,3,519,7,193,2
4,RBF_250_0.6,Teste,4,516,7,195,3
5,RBF_250_0.6,Teste,5,529,4,187,1
6,RBF_250_0.6,Teste,6,531,2,186,2
7,RBF_250_0.6,Teste,7,543,6,169,3
8,RBF_250_0.6,Teste,8,519,3,197,2
9,RBF_250_0.6,Teste,9,516,3,199,3
10,RBF_250_0.6,Treino,0,4744,16,1691,38
11,RBF_250_0.6,Treino,1,4730,26,1681,53
12,RBF_250_0.6,Treino,2,4740,25,1667,58
13,RBF_250_0.6,Treino,3,4746,16,1661,67
14,RBF_250_0.6,Treino,4,4721,44,1657,68
15,RBF_250_0.6,Treino,5,4734,21,1679,56
16,RBF_250_0.6,Treino,6,4744,11,1688,47
17,RBF_250_0.6,Treino,7,4715,24,1696,55
18,RBF_250_0.6,Treino,8,4744,22,1683,41
19,RBF_250_0.6,Treino,9,4754,15,1666,55
