,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.1,Teste,0,13,515,1,193
1,RBF_40_0.1,Teste,1,17,515,3,186
2,RBF_40_0.1,Teste,2,10,513,3,195
3,RBF_40_0.1,Teste,3,16,510,5,190
4,RBF_40_0.1,Teste,4,12,511,1,197
5,RBF_40_0.1,Teste,5,17,516,4,184
6,RBF_40_0.1,Teste,6,16,517,2,186
7,RBF_40_0.1,Teste,7,15,534,2,170
8,RBF_40_0.1,Teste,8,13,509,2,197
9,RBF_40_0.1,Teste,9,9,510,2,200
10,RBF_40_0.1,Treino,0,149,4611,13,1716
11,RBF_40_0.1,Treino,1,131,4625,15,1719
12,RBF_40_0.1,Treino,2,129,4636,13,1712
13,RBF_40_0.1,Treino,3,144,4618,12,1716
14,RBF_40_0.1,Treino,4,96,4669,9,1716
15,RBF_40_0.1,Treino,5,135,4620,8,1727
16,RBF_40_0.1,Treino,6,146,4609,19,1716
17,RBF_40_0.1,Treino,7,149,4590,15,1736
18,RBF_40_0.1,Treino,8,110,4656,9,1715
19,RBF_40_0.1,Treino,9,147,4622,19,1702
