,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.7,Teste,0,528,0,193,1
1,RBF_40_0.7,Teste,1,532,0,189,0
2,RBF_40_0.7,Teste,2,523,0,197,1
3,RBF_40_0.7,Teste,3,525,1,195,0
4,RBF_40_0.7,Teste,4,522,1,198,0
5,RBF_40_0.7,Teste,5,533,0,188,0
6,RBF_40_0.7,Teste,6,533,0,187,1
7,RBF_40_0.7,Teste,7,549,0,171,1
8,RBF_40_0.7,Teste,8,522,0,198,1
9,RBF_40_0.7,Teste,9,519,0,202,0
10,RBF_40_0.7,Treino,0,4758,2,1721,8
11,RBF_40_0.7,Treino,1,4752,4,1726,8
12,RBF_40_0.7,Treino,2,4765,0,1717,8
13,RBF_40_0.7,Treino,3,4758,4,1721,7
14,RBF_40_0.7,Treino,4,4763,2,1715,10
15,RBF_40_0.7,Treino,5,4755,0,1729,6
16,RBF_40_0.7,Treino,6,4755,0,1725,10
17,RBF_40_0.7,Treino,7,4739,0,1745,6
18,RBF_40_0.7,Treino,8,4766,0,1716,8
19,RBF_40_0.7,Treino,9,4769,0,1710,11
