,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_200_0.6,Teste,0,521,7,193,1
1,RBF_200_0.6,Teste,1,528,4,184,5
2,RBF_200_0.6,Teste,2,521,2,196,2
3,RBF_200_0.6,Teste,3,519,7,194,1
4,RBF_200_0.6,Teste,4,521,2,195,3
5,RBF_200_0.6,Teste,5,528,5,186,2
6,RBF_200_0.6,Teste,6,532,1,184,4
7,RBF_200_0.6,Teste,7,547,2,171,1
8,RBF_200_0.6,Teste,8,520,2,197,2
9,RBF_200_0.6,Teste,9,512,7,200,2
10,RBF_200_0.6,Treino,0,4753,7,1691,38
11,RBF_200_0.6,Treino,1,4728,28,1680,54
12,RBF_200_0.6,Treino,2,4740,25,1689,36
13,RBF_200_0.6,Treino,3,4750,12,1681,47
14,RBF_200_0.6,Treino,4,4753,12,1690,35
15,RBF_200_0.6,Treino,5,4746,9,1700,35
16,RBF_200_0.6,Treino,6,4743,12,1709,26
17,RBF_200_0.6,Treino,7,4725,14,1728,23
18,RBF_200_0.6,Treino,8,4755,11,1676,48
19,RBF_200_0.6,Treino,9,4763,6,1671,50
