,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_100_0.4,Teste,0,508,20,184,10
1,RBF_100_0.4,Teste,1,526,6,181,8
2,RBF_100_0.4,Teste,2,512,11,185,13
3,RBF_100_0.4,Teste,3,512,14,187,8
4,RBF_100_0.4,Teste,4,514,9,190,8
5,RBF_100_0.4,Teste,5,517,16,178,10
6,RBF_100_0.4,Teste,6,523,10,179,9
7,RBF_100_0.4,Teste,7,534,15,163,9
8,RBF_100_0.4,Teste,8,508,14,193,6
9,RBF_100_0.4,Teste,9,509,10,197,5
10,RBF_100_0.4,Treino,0,4657,103,1623,106
11,RBF_100_0.4,Treino,1,4639,117,1624,110
12,RBF_100_0.4,Treino,2,4647,118,1600,125
13,RBF_100_0.4,Treino,3,4673,89,1624,104
14,RBF_100_0.4,Treino,4,4674,91,1645,80
15,RBF_100_0.4,Treino,5,4634,121,1617,118
16,RBF_100_0.4,Treino,6,4670,85,1647,88
17,RBF_100_0.4,Treino,7,4640,99,1651,100
18,RBF_100_0.4,Treino,8,4654,112,1611,113
19,RBF_100_0.4,Treino,9,4692,77,1635,86
