,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_250_0.4,Teste,0,505,23,180,14
1,RBF_250_0.4,Teste,1,513,19,177,12
2,RBF_250_0.4,Teste,2,501,22,188,10
3,RBF_250_0.4,Teste,3,505,21,182,13
4,RBF_250_0.4,Teste,4,492,31,184,14
5,RBF_250_0.4,Teste,5,511,22,177,11
6,RBF_250_0.4,Teste,6,516,17,178,10
7,RBF_250_0.4,Teste,7,523,26,159,13
8,RBF_250_0.4,Teste,8,502,20,187,12
9,RBF_250_0.4,Teste,9,495,24,182,20
10,RBF_250_0.4,Treino,0,4608,152,1567,162
11,RBF_250_0.4,Treino,1,4581,175,1569,165
12,RBF_250_0.4,Treino,2,4610,155,1552,173
13,RBF_250_0.4,Treino,3,4608,154,1545,183
14,RBF_250_0.4,Treino,4,4530,235,1534,191
15,RBF_250_0.4,Treino,5,4589,166,1537,198
16,RBF_250_0.4,Treino,6,4591,164,1563,172
17,RBF_250_0.4,Treino,7,4551,188,1566,185
18,RBF_250_0.4,Treino,8,4598,168,1543,181
19,RBF_250_0.4,Treino,9,4605,164,1537,184
