,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_80_0.7,Teste,0,527,1,194,0
1,RBF_80_0.7,Teste,1,532,0,188,1
2,RBF_80_0.7,Teste,2,523,0,197,1
3,RBF_80_0.7,Teste,3,525,1,193,2
4,RBF_80_0.7,Teste,4,522,1,196,2
5,RBF_80_0.7,Teste,5,533,0,186,2
6,RBF_80_0.7,Teste,6,533,0,187,1
7,RBF_80_0.7,Teste,7,549,0,171,1
8,RBF_80_0.7,Teste,8,521,1,198,1
9,RBF_80_0.7,Teste,9,519,0,202,0
10,RBF_80_0.7,Treino,0,4759,1,1719,10
11,RBF_80_0.7,Treino,1,4756,0,1726,8
12,RBF_80_0.7,Treino,2,4760,5,1710,15
13,RBF_80_0.7,Treino,3,4759,3,1713,15
14,RBF_80_0.7,Treino,4,4761,4,1709,16
15,RBF_80_0.7,Treino,5,4751,4,1718,17
16,RBF_80_0.7,Treino,6,4753,2,1724,11
17,RBF_80_0.7,Treino,7,4739,0,1740,11
18,RBF_80_0.7,Treino,8,4762,4,1704,20
19,RBF_80_0.7,Treino,9,4764,5,1705,16
