,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.2,Teste,0,48,480,11,183
1,RBF_40_0.2,Teste,1,60,472,12,177
2,RBF_40_0.2,Teste,2,49,474,9,189
3,RBF_40_0.2,Teste,3,63,463,15,180
4,RBF_40_0.2,Teste,4,38,485,3,195
5,RBF_40_0.2,Teste,5,60,473,13,175
6,RBF_40_0.2,Teste,6,52,481,9,179
7,RBF_40_0.2,Teste,7,47,502,9,163
8,RBF_40_0.2,Teste,8,65,457,11,188
9,RBF_40_0.2,Teste,9,53,466,14,188
10,RBF_40_0.2,Treino,0,525,4235,80,1649
11,RBF_40_0.2,Treino,1,582,4174,87,1647
12,RBF_40_0.2,Treino,2,532,4233,85,1640
13,RBF_40_0.2,Treino,3,467,4295,76,1652
14,RBF_40_0.2,Treino,4,356,4409,66,1659
15,RBF_40_0.2,Treino,5,496,4259,88,1647
16,RBF_40_0.2,Treino,6,577,4178,104,1631
17,RBF_40_0.2,Treino,7,428,4311,60,1691
18,RBF_40_0.2,Treino,8,484,4282,90,1634
19,RBF_40_0.2,Treino,9,603,4166,97,1624
