,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_250_0.1,Teste,0,16,512,3,191
1,RBF_250_0.1,Teste,1,17,515,3,186
2,RBF_250_0.1,Teste,2,23,500,6,192
3,RBF_250_0.1,Teste,3,12,514,5,190
4,RBF_250_0.1,Teste,4,11,512,7,191
5,RBF_250_0.1,Teste,5,19,514,5,183
6,RBF_250_0.1,Teste,6,20,513,2,186
7,RBF_250_0.1,Teste,7,20,529,4,168
8,RBF_250_0.1,Teste,8,18,504,8,191
9,RBF_250_0.1,Teste,9,18,501,3,199
10,RBF_250_0.1,Treino,0,268,4492,2,1727
11,RBF_250_0.1,Treino,1,292,4464,18,1716
12,RBF_250_0.1,Treino,2,294,4471,4,1721
13,RBF_250_0.1,Treino,3,312,4450,9,1719
14,RBF_250_0.1,Treino,4,307,4458,29,1696
15,RBF_250_0.1,Treino,5,333,4422,0,1735
16,RBF_250_0.1,Treino,6,289,4466,4,1731
17,RBF_250_0.1,Treino,7,275,4464,13,1738
18,RBF_250_0.1,Treino,8,274,4492,6,1718
19,RBF_250_0.1,Treino,9,281,4488,8,1713
