,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_200_0.4,Teste,0,505,23,182,12
1,RBF_200_0.4,Teste,1,519,13,179,10
2,RBF_200_0.4,Teste,2,496,27,188,10
3,RBF_200_0.4,Teste,3,500,26,182,13
4,RBF_200_0.4,Teste,4,503,20,181,17
5,RBF_200_0.4,Teste,5,512,21,177,11
6,RBF_200_0.4,Teste,6,518,15,176,12
7,RBF_200_0.4,Teste,7,533,16,163,9
8,RBF_200_0.4,Teste,8,503,19,190,9
9,RBF_200_0.4,Teste,9,492,27,191,11
10,RBF_200_0.4,Treino,0,4618,142,1583,146
11,RBF_200_0.4,Treino,1,4612,144,1587,147
12,RBF_200_0.4,Treino,2,4612,153,1568,157
13,RBF_200_0.4,Treino,3,4595,167,1553,175
14,RBF_200_0.4,Treino,4,4602,163,1563,162
15,RBF_200_0.4,Treino,5,4613,142,1584,151
16,RBF_200_0.4,Treino,6,4613,142,1595,140
17,RBF_200_0.4,Treino,7,4595,144,1597,154
18,RBF_200_0.4,Treino,8,4581,185,1543,181
19,RBF_200_0.4,Treino,9,4614,155,1574,147
