,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_250_0.3,Teste,0,462,66,162,32
1,RBF_250_0.3,Teste,1,467,65,161,28
2,RBF_250_0.3,Teste,2,461,62,168,30
3,RBF_250_0.3,Teste,3,465,61,167,28
4,RBF_250_0.3,Teste,4,448,75,166,32
5,RBF_250_0.3,Teste,5,464,69,159,29
6,RBF_250_0.3,Teste,6,482,51,153,35
7,RBF_250_0.3,Teste,7,465,84,141,31
8,RBF_250_0.3,Teste,8,460,62,171,28
9,RBF_250_0.3,Teste,9,458,61,159,43
10,RBF_250_0.3,Treino,0,4210,550,1329,400
11,RBF_250_0.3,Treino,1,4128,628,1344,390
12,RBF_250_0.3,Treino,2,4251,514,1333,392
13,RBF_250_0.3,Treino,3,4209,553,1322,406
14,RBF_250_0.3,Treino,4,4117,648,1300,425
15,RBF_250_0.3,Treino,5,4161,594,1299,436
16,RBF_250_0.3,Treino,6,4232,523,1376,359
17,RBF_250_0.3,Treino,7,4111,628,1357,394
18,RBF_250_0.3,Treino,8,4225,541,1339,385
19,RBF_250_0.3,Treino,9,4222,547,1328,393
