,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_250_0.7,Teste,0,525,3,191,3
1,RBF_250_0.7,Teste,1,527,5,185,4
2,RBF_250_0.7,Teste,2,519,4,196,2
3,RBF_250_0.7,Teste,3,522,4,194,1
4,RBF_250_0.7,Teste,4,520,3,196,2
5,RBF_250_0.7,Teste,5,529,4,188,0
6,RBF_250_0.7,Teste,6,532,1,186,2
7,RBF_250_0.7,Teste,7,545,4,171,1
8,RBF_250_0.7,Teste,8,521,1,198,1
9,RBF_250_0.7,Teste,9,517,2,199,3
10,RBF_250_0.7,Treino,0,4755,5,1705,24
11,RBF_250_0.7,Treino,1,4748,8,1703,31
12,RBF_250_0.7,Treino,2,4755,10,1692,33
13,RBF_250_0.7,Treino,3,4756,6,1693,35
14,RBF_250_0.7,Treino,4,4743,22,1676,49
15,RBF_250_0.7,Treino,5,4751,4,1703,32
16,RBF_250_0.7,Treino,6,4752,3,1704,31
17,RBF_250_0.7,Treino,7,4724,15,1712,39
18,RBF_250_0.7,Treino,8,4757,9,1707,17
19,RBF_250_0.7,Treino,9,4763,6,1691,30
