,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_150_0.3,Teste,0,460,68,163,31
1,RBF_150_0.3,Teste,1,459,73,154,35
2,RBF_150_0.3,Teste,2,461,62,160,38
3,RBF_150_0.3,Teste,3,471,55,166,29
4,RBF_150_0.3,Teste,4,445,78,159,39
5,RBF_150_0.3,Teste,5,441,92,150,38
6,RBF_150_0.3,Teste,6,467,66,153,35
7,RBF_150_0.3,Teste,7,489,60,144,28
8,RBF_150_0.3,Teste,8,455,67,176,23
9,RBF_150_0.3,Teste,9,454,65,163,39
10,RBF_150_0.3,Treino,0,4213,547,1374,355
11,RBF_150_0.3,Treino,1,4090,666,1346,388
12,RBF_150_0.3,Treino,2,4144,621,1344,381
13,RBF_150_0.3,Treino,3,4245,517,1372,356
14,RBF_150_0.3,Treino,4,4115,650,1342,383
15,RBF_150_0.3,Treino,5,3892,863,1330,405
16,RBF_150_0.3,Treino,6,4212,543,1360,375
17,RBF_150_0.3,Treino,7,4152,587,1365,386
18,RBF_150_0.3,Treino,8,4241,525,1344,380
19,RBF_150_0.3,Treino,9,4237,532,1344,377
