,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_120_0.4,Teste,0,510,18,187,7
1,RBF_120_0.4,Teste,1,515,17,182,7
2,RBF_120_0.4,Teste,2,512,11,184,14
3,RBF_120_0.4,Teste,3,511,15,186,9
4,RBF_120_0.4,Teste,4,509,14,189,9
5,RBF_120_0.4,Teste,5,512,21,181,7
6,RBF_120_0.4,Teste,6,521,12,179,9
7,RBF_120_0.4,Teste,7,537,12,163,9
8,RBF_120_0.4,Teste,8,511,11,189,10
9,RBF_120_0.4,Teste,9,503,16,195,7
10,RBF_120_0.4,Treino,0,4642,118,1610,119
11,RBF_120_0.4,Treino,1,4606,150,1595,139
12,RBF_120_0.4,Treino,2,4656,109,1606,119
13,RBF_120_0.4,Treino,3,4635,127,1611,117
14,RBF_120_0.4,Treino,4,4648,117,1614,111
15,RBF_120_0.4,Treino,5,4634,121,1614,121
16,RBF_120_0.4,Treino,6,4676,79,1653,82
17,RBF_120_0.4,Treino,7,4621,118,1643,108
18,RBF_120_0.4,Treino,8,4643,123,1602,122
19,RBF_120_0.4,Treino,9,4681,88,1624,97
