,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_120_0.5,Teste,0,522,6,194,0
1,RBF_120_0.5,Teste,1,528,4,186,3
2,RBF_120_0.5,Teste,2,518,5,194,4
3,RBF_120_0.5,Teste,3,522,4,193,2
4,RBF_120_0.5,Teste,4,519,4,193,5
5,RBF_120_0.5,Teste,5,529,4,184,4
6,RBF_120_0.5,Teste,6,531,2,183,5
7,RBF_120_0.5,Teste,7,545,4,169,3
8,RBF_120_0.5,Teste,8,518,4,197,2
9,RBF_120_0.5,Teste,9,517,2,199,3
10,RBF_120_0.5,Treino,0,4732,28,1680,49
11,RBF_120_0.5,Treino,1,4716,40,1678,56
12,RBF_120_0.5,Treino,2,4745,20,1680,45
13,RBF_120_0.5,Treino,3,4738,24,1682,46
14,RBF_120_0.5,Treino,4,4742,23,1675,50
15,RBF_120_0.5,Treino,5,4736,19,1693,42
16,RBF_120_0.5,Treino,6,4735,20,1704,31
17,RBF_120_0.5,Treino,7,4710,29,1705,46
18,RBF_120_0.5,Treino,8,4739,27,1678,46
19,RBF_120_0.5,Treino,9,4750,19,1684,37
