,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_100_0.2,Teste,0,43,485,9,185
1,RBF_100_0.2,Teste,1,39,493,12,177
2,RBF_100_0.2,Teste,2,48,475,8,190
3,RBF_100_0.2,Teste,3,46,480,11,184
4,RBF_100_0.2,Teste,4,49,474,12,186
5,RBF_100_0.2,Teste,5,52,481,8,180
6,RBF_100_0.2,Teste,6,43,490,5,183
7,RBF_100_0.2,Teste,7,57,492,16,156
8,RBF_100_0.2,Teste,8,64,458,11,188
9,RBF_100_0.2,Teste,9,46,473,9,193
10,RBF_100_0.2,Treino,0,603,4157,88,1641
11,RBF_100_0.2,Treino,1,540,4216,79,1655
12,RBF_100_0.2,Treino,2,545,4220,70,1655
13,RBF_100_0.2,Treino,3,553,4209,69,1659
14,RBF_100_0.2,Treino,4,524,4241,69,1656
15,RBF_100_0.2,Treino,5,546,4209,75,1660
16,RBF_100_0.2,Treino,6,562,4193,72,1663
17,RBF_100_0.2,Treino,7,607,4132,70,1681
18,RBF_100_0.2,Treino,8,595,4171,68,1656
19,RBF_100_0.2,Treino,9,564,4205,80,1641
