,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_120_0.2,Teste,0,49,479,10,184
1,RBF_120_0.2,Teste,1,41,491,12,177
2,RBF_120_0.2,Teste,2,36,487,5,193
3,RBF_120_0.2,Teste,3,50,476,10,185
4,RBF_120_0.2,Teste,4,37,486,13,185
5,RBF_120_0.2,Teste,5,52,481,19,169
6,RBF_120_0.2,Teste,6,58,475,5,183
7,RBF_120_0.2,Teste,7,49,500,9,163
8,RBF_120_0.2,Teste,8,63,459,11,188
9,RBF_120_0.2,Teste,9,50,469,12,190
10,RBF_120_0.2,Treino,0,586,4174,74,1655
11,RBF_120_0.2,Treino,1,566,4190,87,1647
12,RBF_120_0.2,Treino,2,539,4226,72,1653
13,RBF_120_0.2,Treino,3,593,4169,72,1656
14,RBF_120_0.2,Treino,4,557,4208,58,1667
15,RBF_120_0.2,Treino,5,563,4192,84,1651
16,RBF_120_0.2,Treino,6,566,4189,74,1661
17,RBF_120_0.2,Treino,7,577,4162,66,1685
18,RBF_120_0.2,Treino,8,555,4211,68,1656
19,RBF_120_0.2,Treino,9,596,4173,73,1648
