,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.3,Teste,0,444,84,149,45
1,RBF_40_0.3,Teste,1,451,81,141,48
2,RBF_40_0.3,Teste,2,470,53,161,37
3,RBF_40_0.3,Teste,3,449,77,153,42
4,RBF_40_0.3,Teste,4,451,72,159,39
5,RBF_40_0.3,Teste,5,478,55,150,38
6,RBF_40_0.3,Teste,6,490,43,155,33
7,RBF_40_0.3,Teste,7,487,62,137,35
8,RBF_40_0.3,Teste,8,456,66,168,31
9,RBF_40_0.3,Teste,9,461,58,164,38
10,RBF_40_0.3,Treino,0,4108,652,1311,418
11,RBF_40_0.3,Treino,1,4050,706,1293,441
12,RBF_40_0.3,Treino,2,4242,523,1369,356
13,RBF_40_0.3,Treino,3,4106,656,1304,424
14,RBF_40_0.3,Treino,4,4116,649,1344,381
15,RBF_40_0.3,Treino,5,4267,488,1428,307
16,RBF_40_0.3,Treino,6,4286,469,1436,299
17,RBF_40_0.3,Treino,7,4237,502,1422,329
18,RBF_40_0.3,Treino,8,4209,557,1363,361
19,RBF_40_0.3,Treino,9,4206,563,1363,358
