,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_100_0.5,Teste,0,521,7,192,2
1,RBF_100_0.5,Teste,1,528,4,186,3
2,RBF_100_0.5,Teste,2,518,5,195,3
3,RBF_100_0.5,Teste,3,522,4,193,2
4,RBF_100_0.5,Teste,4,521,2,194,4
5,RBF_100_0.5,Teste,5,530,3,183,5
6,RBF_100_0.5,Teste,6,532,1,183,5
7,RBF_100_0.5,Teste,7,548,1,166,6
8,RBF_100_0.5,Teste,8,515,7,196,3
9,RBF_100_0.5,Teste,9,516,3,199,3
10,RBF_100_0.5,Treino,0,4741,19,1684,45
11,RBF_100_0.5,Treino,1,4732,24,1695,39
12,RBF_100_0.5,Treino,2,4744,21,1683,42
13,RBF_100_0.5,Treino,3,4738,24,1682,46
14,RBF_100_0.5,Treino,4,4750,15,1692,33
15,RBF_100_0.5,Treino,5,4737,18,1693,42
16,RBF_100_0.5,Treino,6,4741,14,1703,32
17,RBF_100_0.5,Treino,7,4711,28,1700,51
18,RBF_100_0.5,Treino,8,4733,33,1673,51
19,RBF_100_0.5,Treino,9,4743,26,1678,43
