,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_80_0.1,Teste,0,12,516,2,192
1,RBF_80_0.1,Teste,1,22,510,3,186
2,RBF_80_0.1,Teste,2,14,509,1,197
3,RBF_80_0.1,Teste,3,24,502,5,190
4,RBF_80_0.1,Teste,4,15,508,2,196
5,RBF_80_0.1,Teste,5,24,509,3,185
6,RBF_80_0.1,Teste,6,24,509,2,186
7,RBF_80_0.1,Teste,7,19,530,6,166
8,RBF_80_0.1,Teste,8,20,502,4,195
9,RBF_80_0.1,Teste,9,10,509,0,202
10,RBF_80_0.1,Treino,0,226,4534,10,1719
11,RBF_80_0.1,Treino,1,197,4559,7,1727
12,RBF_80_0.1,Treino,2,178,4587,10,1715
13,RBF_80_0.1,Treino,3,220,4542,12,1716
14,RBF_80_0.1,Treino,4,162,4603,8,1717
15,RBF_80_0.1,Treino,5,187,4568,10,1725
16,RBF_80_0.1,Treino,6,216,4539,11,1724
17,RBF_80_0.1,Treino,7,202,4537,12,1739
18,RBF_80_0.1,Treino,8,198,4568,9,1715
19,RBF_80_0.1,Treino,9,214,4555,16,1705
