,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_150_0.1,Teste,0,10,518,7,187
1,RBF_150_0.1,Teste,1,19,513,5,184
2,RBF_150_0.1,Teste,2,26,497,7,191
3,RBF_150_0.1,Teste,3,20,506,5,190
4,RBF_150_0.1,Teste,4,19,504,4,194
5,RBF_150_0.1,Teste,5,30,503,9,179
6,RBF_150_0.1,Teste,6,22,511,3,185
7,RBF_150_0.1,Teste,7,13,536,4,168
8,RBF_150_0.1,Teste,8,15,507,5,194
9,RBF_150_0.1,Teste,9,14,505,2,200
10,RBF_150_0.1,Treino,0,185,4575,9,1720
11,RBF_150_0.1,Treino,1,296,4460,23,1711
12,RBF_150_0.1,Treino,2,270,4495,27,1698
13,RBF_150_0.1,Treino,3,237,4525,10,1718
14,RBF_150_0.1,Treino,4,282,4483,26,1699
15,RBF_150_0.1,Treino,5,358,4397,63,1672
16,RBF_150_0.1,Treino,6,231,4524,11,1724
17,RBF_150_0.1,Treino,7,238,4501,9,1742
18,RBF_150_0.1,Treino,8,192,4574,5,1719
19,RBF_150_0.1,Treino,9,195,4574,9,1712
