Nome,Tipo,TRESHOLD,True_Negative,False_Positive,False_Negative,True_Positive,Recall,Precisao,%PrevistaNegativo,%PrevistaPositiva
RBF,Teste,0.27,23690,13326,8374,5087,2.645345813832553,1.936084823730989,4.446540008320621,2.5534599916793783
RBF,Treino,0.27,98183,49881,28783,25061,3.258060322412896,2.5193337092433117,4.4018166689779505,2.59818333102205
