Nome,Tipo,Iteracao,MSE
10,Teste,0,19855192.342247766
10,Teste,1,25541753.06899726
10,Teste,2,33657746.99120937
10,Teste,3,17154420.489350457
10,Teste,4,40678759.56105266
10,Teste,5,12631373.888716007
10,Teste,6,26562606.337333895
10,Teste,7,20917918.80346486
10,Teste,8,27576745.388984766
10,Teste,9,35345895.003950156
10,Treino,0,26615214.150000717
10,Treino,1,25988912.33784982
10,Treino,2,25079363.044166006
10,Treino,3,26919549.59453627
10,Treino,4,24307049.16304932
10,Treino,5,27421167.528146796
10,Treino,6,25874615.40487824
10,Treino,7,26502255.912105713
10,Treino,8,25765932.39930905
10,Treino,9,24891336.67021288
