Nome,Tipo,Iteracao,True_Positive,True_Negative,False_Positive,False_Negative
0.4,Treino,4,108,4616,149,1617
0.4,Treino,5,81,4658,97,1654
0.4,Treino,6,74,4661,94,1661
0.4,Treino,7,102,4584,155,1649
0.4,Treino,8,104,4629,137,1620
0.4,Treino,9,96,4662,107,1625
0.5,Treino,0,23,4743,17,1706
0.5,Treino,1,15,4750,6,1719
0.5,Treino,2,16,4755,10,1709
0.5,Treino,3,22,4743,19,1706
0.5,Treino,4,17,4749,16,1708
0.5,Treino,5,17,4742,13,1718
0.5,Treino,6,20,4746,9,1715
0.5,Treino,7,15,4721,18,1736
0.5,Treino,8,21,4753,13,1703
0.5,Treino,9,23,4751,18,1698
0.6,Treino,0,8,4760,0,1721
0.6,Treino,1,10,4754,2,1724
0.6,Treino,2,8,4764,1,1717
0.6,Treino,3,10,4761,1,1718
0.6,Treino,4,11,4762,3,1714
0.6,Treino,5,12,4750,5,1723
0.6,Treino,6,11,4754,1,1724
0.6,Treino,7,6,4735,4,1745
0.6,Treino,8,8,4766,0,1716
0.6,Treino,9,10,4769,0,1711
0.7,Treino,0,7,4760,0,1722
0.7,Treino,1,8,4756,0,1726
0.7,Treino,2,8,4765,0,1717
0.7,Treino,3,7,4762,0,1721
0.7,Treino,4,10,4763,2,1715
0.7,Treino,5,8,4752,3,1727
0.7,Treino,6,10,4755,0,1725
0.7,Treino,7,1,4737,2,1750
0.7,Treino,8,8,4766,0,1716
0.7,Treino,9,9,4769,0,1712
0.8,Treino,0,6,4760,0,1723
0.8,Treino,1,7,4756,0,1727
0.8,Treino,2,4,4765,0,1721
0.8,Treino,3,6,4762,0,1722
0.8,Treino,4,8,4763,2,1717
0.8,Treino,5,6,4752,3,1729
0.8,Treino,6,6,4755,0,1729
0.8,Treino,7,0,4739,0,1751
0.8,Treino,8,6,4766,0,1718
0.8,Treino,9,6,4769,0,1715
0.9,Treino,0,5,4760,0,1724
0.9,Treino,1,5,4756,0,1729
0.9,Treino,2,3,4765,0,1722
0.9,Treino,3,4,4762,0,1724
0.9,Treino,4,4,4764,1,1721
0.9,Treino,5,2,4755,0,1733
0.9,Treino,6,5,4755,0,1730
0.9,Treino,7,0,4739,0,1751
0.9,Treino,8,3,4766,0,1721
0.9,Treino,9,4,4769,0,1717
1.0,Treino,0,4,4760,0,1725
1.0,Treino,1,4,4756,0,1730
1.0,Treino,2,3,4765,0,1722
1.0,Treino,3,4,4762,0,1724
1.0,Treino,4,3,4765,0,1722
1.0,Treino,5,0,4755,0,1735
1.0,Treino,6,4,4755,0,1731
1.0,Treino,7,0,4739,0,1751
1.0,Treino,8,3,4766,0,1721
1.0,Treino,9,4,4769,0,1717
