Nome,Tipo,Iteracao,True_Positive,True_Negative,False_Positive,False_Negative
0.1,Teste,0,192,6,522,2
0.1,Teste,1,189,10,522,0
0.1,Teste,2,197,19,504,1
0.1,Teste,3,187,17,509,8
0.1,Teste,4,197,12,511,1
0.1,Teste,5,187,21,512,1
0.1,Teste,6,186,16,517,2
0.1,Teste,7,166,19,530,6
0.1,Teste,8,198,15,507,1
0.1,Teste,9,201,9,510,1
0.2,Teste,0,183,55,473,11
0.2,Teste,1,181,56,476,8
0.2,Teste,2,188,62,461,10
0.2,Teste,3,177,62,464,18
0.2,Teste,4,195,38,485,3
0.2,Teste,5,178,66,467,10
0.2,Teste,6,179,52,481,9
0.2,Teste,7,157,63,486,15
0.2,Teste,8,192,66,456,7
0.2,Teste,9,191,42,477,11
0.3,Teste,0,40,453,75,154
0.3,Teste,1,38,470,62,151
0.3,Teste,2,38,459,64,160
0.3,Teste,3,27,456,70,168
0.3,Teste,4,39,451,72,159
0.3,Teste,5,40,470,63,148
0.3,Teste,6,33,490,43,155
0.3,Teste,7,38,476,73,134
0.3,Teste,8,33,463,59,166
0.3,Teste,9,41,461,58,161
0.4,Teste,0,8,512,16,186
0.4,Teste,1,6,524,8,183
0.4,Teste,2,10,513,10,188
0.4,Teste,3,6,512,14,189
0.4,Teste,4,9,504,19,189
0.4,Teste,5,13,517,16,175
0.4,Teste,6,10,525,8,178
0.4,Teste,7,11,535,14,161
0.4,Teste,8,9,501,21,190
0.4,Teste,9,7,509,10,195
0.5,Teste,0,2,525,3,192
0.5,Teste,1,1,531,1,188
0.5,Teste,2,1,520,3,197
0.5,Teste,3,1,522,4,194
0.5,Teste,4,3,521,2,195
0.5,Teste,5,1,532,1,187
0.5,Teste,6,1,531,2,187
0.5,Teste,7,1,547,2,171
0.5,Teste,8,1,519,3,198
0.5,Teste,9,2,517,2,200
0.6,Teste,0,1,528,0,193
0.6,Teste,1,1,532,0,188
0.6,Teste,2,1,523,0,197
0.6,Teste,3,1,526,0,194
0.6,Teste,4,0,522,1,198
0.6,Teste,5,0,532,1,188
0.6,Teste,6,1,533,0,187
0.6,Teste,7,0,549,0,172
0.6,Teste,8,1,522,0,198
0.6,Teste,9,0,519,0,202
0.7,Teste,0,0,528,0,194
0.7,Teste,1,0,532,0,189
0.7,Teste,2,1,523,0,197
0.7,Teste,3,0,526,0,195
0.7,Teste,4,0,522,1,198
0.7,Teste,5,0,532,1,188
0.7,Teste,6,1,533,0,187
0.7,Teste,7,0,549,0,172
0.7,Teste,8,1,522,0,198
0.7,Teste,9,0,519,0,202
0.8,Teste,0,0,528,0,194
0.8,Teste,1,0,532,0,189
0.8,Teste,2,1,523,0,197
0.8,Teste,3,0,526,0,195
0.8,Teste,4,0,522,1,198
0.8,Teste,5,0,532,1,188
0.8,Teste,6,1,533,0,187
0.8,Teste,7,0,549,0,172
0.8,Teste,8,1,522,0,198
0.8,Teste,9,0,519,0,202
0.9,Teste,0,0,528,0,194
0.9,Teste,1,0,532,0,189
0.9,Teste,2,1,523,0,197
0.9,Teste,3,0,526,0,195
0.9,Teste,4,0,522,1,198
0.9,Teste,5,0,533,0,188
0.9,Teste,6,1,533,0,187
0.9,Teste,7,0,549,0,172
0.9,Teste,8,1,522,0,198
0.9,Teste,9,0,519,0,202
1.0,Teste,0,0,528,0,194
1.0,Teste,1,0,532,0,189
1.0,Teste,2,1,523,0,197
1.0,Teste,3,0,526,0,195
1.0,Teste,4,0,522,1,198
1.0,Teste,5,0,533,0,188
1.0,Teste,6,1,533,0,187
1.0,Teste,7,0,549,0,172
1.0,Teste,8,1,522,0,198
1.0,Teste,9,0,519,0,202
0.1,Treino,0,1715,141,4619,14
0.1,Treino,1,1717,116,4640,17
0.1,Treino,2,1715,163,4602,10
0.1,Treino,3,1712,142,4620,16
0.1,Treino,4,1716,96,4669,9
0.1,Treino,5,1719,143,4612,16
0.1,Treino,6,1716,146,4609,19
0.1,Treino,7,1731,178,4561,20
0.1,Treino,8,1715,123,4643,9
0.1,Treino,9,1709,120,4649,12
0.2,Treino,0,1623,573,4187,106
0.2,Treino,1,1628,551,4205,106
0.2,Treino,2,1633,558,4207,92
0.2,Treino,3,1628,555,4207,100
0.2,Treino,4,1660,354,4411,65
0.2,Treino,5,1652,566,4189,83
0.2,Treino,6,1631,576,4179,104
0.2,Treino,7,1655,633,4106,96
0.2,Treino,8,1646,456,4310,78
0.2,Treino,9,1633,555,4214,88
0.3,Treino,0,379,4162,598,1350
0.3,Treino,1,340,4188,568,1394
0.3,Treino,2,348,4209,556,1377
0.3,Treino,3,361,4214,548,1367
0.3,Treino,4,383,4118,647,1342
0.3,Treino,5,381,4145,610,1354
0.3,Treino,6,300,4285,470,1435
0.3,Treino,7,415,4056,683,1336
0.3,Treino,8,340,4250,516,1384
0.3,Treino,9,372,4173,596,1349
0.4,Treino,0,101,4624,136,1628
0.4,Treino,1,76,4664,92,1658
0.4,Treino,2,97,4639,126,1628
0.4,Treino,3,91,4640,122,1637
