Nome,Tipo,Iteracao,True_Positive,True_Negative,False_Positive,False_Negative
0.7,Teste,0,3,526,2,191
0.7,Teste,1,2,532,0,187
0.7,Teste,2,1,519,4,197
0.7,Teste,3,1,519,7,194
0.7,Teste,4,2,521,2,196
0.7,Teste,5,3,528,5,185
0.7,Teste,6,2,531,2,186
0.7,Teste,7,1,545,4,171
0.7,Teste,8,2,521,1,197
0.7,Teste,9,2,514,5,200
0.8,Teste,0,2,526,2,192
0.8,Teste,1,1,532,0,188
0.8,Teste,2,0,521,2,198
0.8,Teste,3,1,522,4,194
0.8,Teste,4,0,521,2,198
0.8,Teste,5,2,528,5,186
0.8,Teste,6,2,531,2,186
0.8,Teste,7,1,547,2,171
0.8,Teste,8,1,522,0,198
0.8,Teste,9,1,514,5,201
0.9,Teste,0,1,526,2,193
0.9,Teste,1,1,532,0,188
0.9,Teste,2,0,521,2,198
0.9,Teste,3,1,522,4,194
0.9,Teste,4,0,521,2,198
0.9,Teste,5,1,529,4,187
0.9,Teste,6,2,531,2,186
0.9,Teste,7,1,547,2,171
0.9,Teste,8,1,522,0,198
0.9,Teste,9,1,517,2,201
1.0,Teste,0,1,528,0,193
1.0,Teste,1,1,532,0,188
1.0,Teste,2,0,522,1,198
1.0,Teste,3,1,523,3,194
1.0,Teste,4,0,521,2,198
1.0,Teste,5,1,529,4,187
1.0,Teste,6,2,531,2,186
1.0,Teste,7,1,548,1,171
1.0,Teste,8,1,522,0,198
1.0,Teste,9,1,517,2,201
0.1,Treino,0,1728,447,4313,1
0.1,Treino,1,1733,456,4300,1
0.1,Treino,2,1725,419,4346,0
0.1,Treino,3,1716,411,4351,12
0.1,Treino,4,1723,422,4343,2
0.1,Treino,5,1733,429,4326,2
0.1,Treino,6,1713,414,4341,22
0.1,Treino,7,1750,439,4300,1
0.1,Treino,8,1723,425,4341,1
0.1,Treino,9,1721,452,4317,0
0.2,Treino,0,1684,845,3915,45
0.2,Treino,1,1697,843,3913,37
0.2,Treino,2,1672,826,3939,53
0.2,Treino,3,1664,803,3959,64
0.2,Treino,4,1677,806,3959,48
0.2,Treino,5,1684,806,3949,51
0.2,Treino,6,1656,760,3995,79
0.2,Treino,7,1705,807,3932,46
0.2,Treino,8,1684,803,3963,40
0.2,Treino,9,1667,874,3895,54
0.3,Treino,0,481,4180,580,1248
0.3,Treino,1,478,4191,565,1256
0.3,Treino,2,459,4216,549,1266
0.3,Treino,3,454,4204,558,1274
0.3,Treino,4,455,4196,569,1270
0.3,Treino,5,471,4178,577,1264
0.3,Treino,6,463,4061,694,1272
0.3,Treino,7,482,4126,613,1269
0.3,Treino,8,486,4191,575,1238
0.3,Treino,9,485,4181,588,1236
0.4,Treino,0,262,4571,189,1467
0.4,Treino,1,223,4588,168,1511
0.4,Treino,2,243,4574,191,1482
0.4,Treino,3,243,4573,189,1485
0.4,Treino,4,235,4592,173,1490
0.4,Treino,5,273,4558,197,1462
0.4,Treino,6,237,4484,271,1498
0.4,Treino,7,262,4542,197,1489
0.4,Treino,8,251,4574,192,1473
0.4,Treino,9,238,4607,162,1483
0.5,Treino,0,181,4684,76,1548
0.5,Treino,1,130,4697,59,1604
0.5,Treino,2,154,4703,62,1571
0.5,Treino,3,164,4680,82,1564
0.5,Treino,4,142,4703,62,1583
0.5,Treino,5,188,4676,79,1547
0.5,Treino,6,159,4644,111,1576
0.5,Treino,7,173,4661,78,1578
0.5,Treino,8,148,4703,63,1576
0.5,Treino,9,174,4717,52,1547
0.6,Treino,0,114,4734,26,1615
0.6,Treino,1,92,4737,19,1642
0.6,Treino,2,96,4749,16,1629
0.6,Treino,3,117,4728,34,1611
0.6,Treino,4,92,4739,26,1633
0.6,Treino,5,127,4726,29,1608
0.6,Treino,6,92,4711,44,1643
0.6,Treino,7,113,4715,24,1638
0.6,Treino,8,97,4745,21,1627
0.6,Treino,9,134,4745,24,1587
0.7,Treino,0,93,4750,10,1636
0.7,Treino,1,63,4754,2,1671
0.7,Treino,2,81,4762,3,1644
0.7,Treino,3,80,4751,11,1648
0.7,Treino,4,65,4764,1,1660
0.7,Treino,5,81,4752,3,1654
0.7,Treino,6,59,4739,16,1676
0.7,Treino,7,78,4734,5,1673
0.7,Treino,8,71,4758,8,1653
0.7,Treino,9,102,4760,9,1619
0.8,Treino,0,63,4759,1,1666
0.8,Treino,1,50,4756,0,1684
0.8,Treino,2,62,4764,1,1663
0.8,Treino,3,60,4759,3,1668
0.8,Treino,4,51,4764,1,1674
0.8,Treino,5,67,4754,1,1668
0.8,Treino,6,44,4745,10,1691
0.8,Treino,7,56,4737,2,1695
0.8,Treino,8,56,4764,2,1668
0.8,Treino,9,76,4765,4,1645
0.9,Treino,0,45,4759,1,1684
0.9,Treino,1,39,4756,0,1695
0.9,Treino,2,46,4765,0,1679
0.9,Treino,3,38,4760,2,1690
0.9,Treino,4,39,4765,0,1686
0.9,Treino,5,49,4755,0,1686
0.9,Treino,6,29,4751,4,1706
0.9,Treino,7,39,4737,2,1712
0.9,Treino,8,43,4766,0,1681
0.9,Treino,9,50,4768,1,1671
1.0,Treino,0,32,4759,1,1697
1.0,Treino,1,25,4756,0,1709
1.0,Treino,2,30,4765,0,1695
1.0,Treino,3,30,4761,1,1698
1.0,Treino,4,20,4765,0,1705
1.0,Treino,5,23,4755,0,1712
1.0,Treino,6,18,4754,1,1717
1.0,Treino,7,20,4739,0,1731
1.0,Treino,8,21,4766,0,1703
1.0,Treino,9,29,4769,0,1692
