Nome,Tipo,Iteracao,True_Positive,True_Negative,False_Positive,False_Negative
,Teste,0,72,405,123,122
,Teste,1,85,420,112,104
,Teste,2,83,418,105,115
,Teste,3,75,424,102,120
,Teste,4,85,390,133,113
,Teste,5,92,410,123,96
,Teste,6,74,426,107,114
,Teste,7,88,436,113,84
,Teste,8,77,410,112,122
,Teste,9,85,407,112,117
,Teste,10,76,414,114,118
,Teste,11,89,420,112,100
,Teste,12,84,415,108,114
,Teste,13,81,425,101,114
,Teste,14,85,401,122,113
,Teste,15,95,395,138,93
,Teste,16,71,430,103,117
,Teste,17,90,432,117,82
,Teste,18,82,409,113,117
,Teste,19,84,407,112,118
,Treino,0,1729,4760,0,0
,Treino,1,1734,4756,0,0
,Treino,2,1725,4765,0,0
,Treino,3,1728,4762,0,0
,Treino,4,1725,4765,0,0
,Treino,5,1735,4755,0,0
,Treino,6,1735,4755,0,0
,Treino,7,1751,4739,0,0
,Treino,8,1724,4766,0,0
,Treino,9,1721,4769,0,0
,Treino,10,1729,4760,0,0
,Treino,11,1734,4756,0,0
,Treino,12,1725,4765,0,0
,Treino,13,1728,4762,0,0
,Treino,14,1725,4765,0,0
,Treino,15,1735,4755,0,0
,Treino,16,1735,4755,0,0
,Treino,17,1751,4739,0,0
,Treino,18,1724,4766,0,0
,Treino,19,1721,4769,0,0
