Nome,Tipo,Iteracao,MSE
5,Teste,0,19097441.779087193
5,Teste,1,25058413.765685786
5,Teste,2,36960628.81253095
5,Teste,3,17509387.232657984
5,Teste,4,46189737.10027233
5,Teste,5,14940988.497522082
5,Teste,6,34588775.98571437
5,Teste,7,24734906.769329134
5,Teste,8,40307918.6061389
5,Teste,9,39152370.838787526
5,Teste,10,19097441.779087193
5,Teste,11,25058413.765685786
5,Teste,12,36960628.81253095
5,Teste,13,17509387.232657984
5,Teste,14,44737082.77433613
5,Teste,15,14940988.497522082
5,Teste,16,34588775.98571437
5,Teste,17,24734906.769329134
5,Teste,18,40307918.6061389
5,Teste,19,42645783.41437698
5,Teste,20,7.529605506061717
5,Teste,21,7.08625944326256
5,Teste,22,7.202547403347474
5,Teste,23,7.595214825181781
5,Teste,24,7.426357784317165
5,Teste,25,7.586497280756303
5,Teste,26,7.028189969492655
5,Teste,27,7.077078954036176
5,Teste,28,7.112713022759966
5,Teste,29,7.592561519701926
5,Treino,0,22506466.876334194
5,Treino,1,22693684.999378476
5,Treino,2,20934082.584530354
5,Treino,3,21906428.533671085
5,Treino,4,20061954.260783
5,Treino,5,22059625.669970445
5,Treino,6,21084982.38499449
5,Treino,7,18676724.766163144
5,Treino,8,20922104.58514522
5,Treino,9,18985478.925648075
5,Treino,10,22506466.876334194
5,Treino,11,22693684.999378476
5,Treino,12,20934082.584530354
5,Treino,13,21906428.533671085
5,Treino,14,20061954.260783
5,Treino,15,22059625.669970445
5,Treino,16,21084982.38499449
5,Treino,17,18676724.766163144
5,Treino,18,20922104.58514522
5,Treino,19,18985478.925648075
5,Treino,20,6.828535596051661
5,Treino,21,6.85254134381884
5,Treino,22,6.808284174356369
5,Treino,23,6.884040885836495
5,Treino,24,6.764547958737208
5,Treino,25,6.858185575147991
5,Treino,26,6.905673795618447
5,Treino,27,6.8626442929219404
5,Treino,28,6.8603850922292775
5,Treino,29,6.867819699754039
