,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.23,Teste,0,21,507,5,189
1,RBF_40_0.23,Teste,1,14,518,3,186
2,RBF_40_0.23,Teste,2,15,508,2,196
3,RBF_40_0.23,Teste,3,14,512,2,193
4,RBF_40_0.23,Teste,4,14,509,2,196
5,RBF_40_0.23,Teste,5,16,517,2,186
6,RBF_40_0.23,Teste,6,20,513,3,185
7,RBF_40_0.23,Teste,7,13,536,1,171
8,RBF_40_0.23,Teste,8,17,505,2,197
9,RBF_40_0.23,Teste,9,16,503,6,196
10,RBF_40_0.23,Treino,0,196,4564,17,1712
11,RBF_40_0.23,Treino,1,167,4589,9,1725
12,RBF_40_0.23,Treino,2,181,4584,22,1703
13,RBF_40_0.23,Treino,3,196,4566,12,1716
14,RBF_40_0.23,Treino,4,171,4594,16,1709
15,RBF_40_0.23,Treino,5,190,4565,22,1713
16,RBF_40_0.23,Treino,6,203,4552,17,1718
17,RBF_40_0.23,Treino,7,123,4616,16,1735
18,RBF_40_0.23,Treino,8,196,4570,20,1704
19,RBF_40_0.23,Treino,9,205,4564,17,1704
