,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.26,Teste,0,49,479,10,184
1,RBF_40_0.26,Teste,1,35,497,7,182
2,RBF_40_0.26,Teste,2,43,480,8,190
3,RBF_40_0.26,Teste,3,42,484,4,191
4,RBF_40_0.26,Teste,4,43,480,3,195
5,RBF_40_0.26,Teste,5,35,498,3,185
6,RBF_40_0.26,Teste,6,35,498,7,181
7,RBF_40_0.26,Teste,7,37,512,3,169
8,RBF_40_0.26,Teste,8,44,478,7,192
9,RBF_40_0.26,Teste,9,51,468,12,190
10,RBF_40_0.26,Treino,0,437,4323,60,1669
11,RBF_40_0.26,Treino,1,407,4349,35,1699
12,RBF_40_0.26,Treino,2,469,4296,69,1656
13,RBF_40_0.26,Treino,3,441,4321,55,1673
14,RBF_40_0.26,Treino,4,453,4312,62,1663
15,RBF_40_0.26,Treino,5,419,4336,64,1671
16,RBF_40_0.26,Treino,6,427,4328,60,1675
17,RBF_40_0.26,Treino,7,307,4432,46,1705
18,RBF_40_0.26,Treino,8,489,4277,63,1661
19,RBF_40_0.26,Treino,9,479,4290,68,1653
