,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.25,Teste,0,35,493,9,185
1,RBF_40_0.25,Teste,1,25,507,3,186
2,RBF_40_0.25,Teste,2,26,497,7,191
3,RBF_40_0.25,Teste,3,26,500,3,192
4,RBF_40_0.25,Teste,4,25,498,3,195
5,RBF_40_0.25,Teste,5,23,510,2,186
6,RBF_40_0.25,Teste,6,24,509,5,183
7,RBF_40_0.25,Teste,7,24,525,1,171
8,RBF_40_0.25,Teste,8,26,496,4,195
9,RBF_40_0.25,Teste,9,31,488,8,194
10,RBF_40_0.25,Treino,0,317,4443,34,1695
11,RBF_40_0.25,Treino,1,270,4486,19,1715
12,RBF_40_0.25,Treino,2,300,4465,38,1687
13,RBF_40_0.25,Treino,3,287,4475,29,1699
14,RBF_40_0.25,Treino,4,281,4484,27,1698
15,RBF_40_0.25,Treino,5,284,4471,38,1697
16,RBF_40_0.25,Treino,6,304,4451,36,1699
17,RBF_40_0.25,Treino,7,195,4544,29,1722
18,RBF_40_0.25,Treino,8,318,4448,39,1685
19,RBF_40_0.25,Treino,9,332,4437,41,1680
