,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.39,Teste,0,528,0,194,0
1,RBF_40_0.39,Teste,1,529,3,188,1
2,RBF_40_0.39,Teste,2,521,2,193,5
3,RBF_40_0.39,Teste,3,523,3,194,1
4,RBF_40_0.39,Teste,4,520,3,197,1
5,RBF_40_0.39,Teste,5,530,3,187,1
6,RBF_40_0.39,Teste,6,532,1,186,2
7,RBF_40_0.39,Teste,7,545,4,170,2
8,RBF_40_0.39,Teste,8,521,1,198,1
9,RBF_40_0.39,Teste,9,517,2,202,0
10,RBF_40_0.39,Treino,0,4753,7,1708,21
11,RBF_40_0.39,Treino,1,4742,14,1712,22
12,RBF_40_0.39,Treino,2,4748,17,1703,22
13,RBF_40_0.39,Treino,3,4743,19,1697,31
14,RBF_40_0.39,Treino,4,4750,15,1699,26
15,RBF_40_0.39,Treino,5,4737,18,1710,25
16,RBF_40_0.39,Treino,6,4738,17,1707,28
17,RBF_40_0.39,Treino,7,4722,17,1727,24
18,RBF_40_0.39,Treino,8,4752,14,1705,19
19,RBF_40_0.39,Treino,9,4756,13,1700,21
