,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.30000000000000004,Teste,0,526,2,193,1
1,RBF_40_0.30000000000000004,Teste,1,523,9,182,7
2,RBF_40_0.30000000000000004,Teste,2,514,9,191,7
3,RBF_40_0.30000000000000004,Teste,3,514,12,192,3
4,RBF_40_0.30000000000000004,Teste,4,518,5,195,3
5,RBF_40_0.30000000000000004,Teste,5,526,7,185,3
6,RBF_40_0.30000000000000004,Teste,6,526,7,184,4
7,RBF_40_0.30000000000000004,Teste,7,538,11,165,7
8,RBF_40_0.30000000000000004,Teste,8,516,6,194,5
9,RBF_40_0.30000000000000004,Teste,9,511,8,199,3
10,RBF_40_0.30000000000000004,Treino,0,4722,38,1692,37
11,RBF_40_0.30000000000000004,Treino,1,4692,64,1678,56
12,RBF_40_0.30000000000000004,Treino,2,4709,56,1682,43
13,RBF_40_0.30000000000000004,Treino,3,4690,72,1658,70
14,RBF_40_0.30000000000000004,Treino,4,4696,69,1663,62
15,RBF_40_0.30000000000000004,Treino,5,4686,69,1675,60
16,RBF_40_0.30000000000000004,Treino,6,4695,60,1686,49
17,RBF_40_0.30000000000000004,Treino,7,4665,74,1693,58
18,RBF_40_0.30000000000000004,Treino,8,4714,52,1677,47
19,RBF_40_0.30000000000000004,Treino,9,4706,63,1665,56
