,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.34,Teste,0,528,0,194,0
1,RBF_40_0.34,Teste,1,529,3,187,2
2,RBF_40_0.34,Teste,2,520,3,191,7
3,RBF_40_0.34,Teste,3,519,7,194,1
4,RBF_40_0.34,Teste,4,520,3,197,1
5,RBF_40_0.34,Teste,5,528,5,186,2
6,RBF_40_0.34,Teste,6,532,1,185,3
7,RBF_40_0.34,Teste,7,544,5,168,4
8,RBF_40_0.34,Teste,8,520,2,195,4
9,RBF_40_0.34,Teste,9,516,3,202,0
10,RBF_40_0.34,Treino,0,4744,16,1700,29
11,RBF_40_0.34,Treino,1,4731,25,1704,30
12,RBF_40_0.34,Treino,2,4733,32,1694,31
13,RBF_40_0.34,Treino,3,4723,39,1684,44
14,RBF_40_0.34,Treino,4,4730,35,1685,40
15,RBF_40_0.34,Treino,5,4722,33,1695,40
16,RBF_40_0.34,Treino,6,4730,25,1697,38
17,RBF_40_0.34,Treino,7,4707,32,1715,36
18,RBF_40_0.34,Treino,8,4741,25,1697,27
19,RBF_40_0.34,Treino,9,4744,25,1689,32
