,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.22,Teste,0,17,511,5,189
1,RBF_40_0.22,Teste,1,14,518,2,187
2,RBF_40_0.22,Teste,2,11,512,1,197
3,RBF_40_0.22,Teste,3,11,515,2,193
4,RBF_40_0.22,Teste,4,13,510,1,197
5,RBF_40_0.22,Teste,5,13,520,2,186
6,RBF_40_0.22,Teste,6,18,515,3,185
7,RBF_40_0.22,Teste,7,11,538,1,171
8,RBF_40_0.22,Teste,8,14,508,2,197
9,RBF_40_0.22,Teste,9,14,505,5,197
10,RBF_40_0.22,Treino,0,170,4590,13,1716
11,RBF_40_0.22,Treino,1,136,4620,7,1727
12,RBF_40_0.22,Treino,2,157,4608,14,1711
13,RBF_40_0.22,Treino,3,170,4592,10,1718
14,RBF_40_0.22,Treino,4,149,4616,14,1711
15,RBF_40_0.22,Treino,5,161,4594,16,1719
16,RBF_40_0.22,Treino,6,173,4582,11,1724
17,RBF_40_0.22,Treino,7,103,4636,12,1739
18,RBF_40_0.22,Treino,8,164,4602,16,1708
19,RBF_40_0.22,Treino,9,171,4598,16,1705
