,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.27,Teste,0,127,401,32,162
1,RBF_40_0.27,Teste,1,492,40,165,24
2,RBF_40_0.27,Teste,2,493,30,171,27
3,RBF_40_0.27,Teste,3,479,47,184,11
4,RBF_40_0.27,Teste,4,496,27,184,14
5,RBF_40_0.27,Teste,5,500,33,161,27
6,RBF_40_0.27,Teste,6,451,82,158,30
7,RBF_40_0.27,Teste,7,92,457,10,162
8,RBF_40_0.27,Teste,8,491,31,172,27
9,RBF_40_0.27,Teste,9,485,34,190,12
10,RBF_40_0.27,Treino,0,1210,3550,238,1491
11,RBF_40_0.27,Treino,1,4320,436,1503,231
12,RBF_40_0.27,Treino,2,4473,292,1570,155
13,RBF_40_0.27,Treino,3,4397,365,1533,195
14,RBF_40_0.27,Treino,4,4483,282,1548,177
15,RBF_40_0.27,Treino,5,4354,401,1447,288
16,RBF_40_0.27,Treino,6,4054,701,1350,385
17,RBF_40_0.27,Treino,7,871,3868,152,1599
18,RBF_40_0.27,Treino,8,4471,295,1543,181
19,RBF_40_0.27,Treino,9,4470,299,1537,184
