,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.24000000000000002,Teste,0,24,504,8,186
1,RBF_40_0.24000000000000002,Teste,1,20,512,3,186
2,RBF_40_0.24000000000000002,Teste,2,19,504,4,194
3,RBF_40_0.24000000000000002,Teste,3,19,507,3,192
4,RBF_40_0.24000000000000002,Teste,4,15,508,3,195
5,RBF_40_0.24000000000000002,Teste,5,20,513,2,186
6,RBF_40_0.24000000000000002,Teste,6,23,510,5,183
7,RBF_40_0.24000000000000002,Teste,7,18,531,1,171
8,RBF_40_0.24000000000000002,Teste,8,21,501,3,196
9,RBF_40_0.24000000000000002,Teste,9,22,497,6,196
10,RBF_40_0.24000000000000002,Treino,0,239,4521,23,1706
11,RBF_40_0.24000000000000002,Treino,1,203,4553,15,1719
12,RBF_40_0.24000000000000002,Treino,2,222,4543,28,1697
13,RBF_40_0.24000000000000002,Treino,3,226,4536,23,1705
14,RBF_40_0.24000000000000002,Treino,4,219,4546,18,1707
15,RBF_40_0.24000000000000002,Treino,5,229,4526,27,1708
16,RBF_40_0.24000000000000002,Treino,6,240,4515,21,1714
17,RBF_40_0.24000000000000002,Treino,7,152,4587,17,1734
18,RBF_40_0.24000000000000002,Treino,8,245,4521,30,1694
19,RBF_40_0.24000000000000002,Treino,9,247,4522,25,1696
