,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.37,Teste,0,528,0,194,0
1,RBF_40_0.37,Teste,1,529,3,188,1
2,RBF_40_0.37,Teste,2,520,3,192,6
3,RBF_40_0.37,Teste,3,523,3,194,1
4,RBF_40_0.37,Teste,4,520,3,197,1
5,RBF_40_0.37,Teste,5,528,5,187,1
6,RBF_40_0.37,Teste,6,532,1,185,3
7,RBF_40_0.37,Teste,7,545,4,169,3
8,RBF_40_0.37,Teste,8,520,2,197,2
9,RBF_40_0.37,Teste,9,517,2,202,0
10,RBF_40_0.37,Treino,0,4751,9,1707,22
11,RBF_40_0.37,Treino,1,4738,18,1708,26
12,RBF_40_0.37,Treino,2,4744,21,1699,26
13,RBF_40_0.37,Treino,3,4738,24,1696,32
14,RBF_40_0.37,Treino,4,4740,25,1695,30
15,RBF_40_0.37,Treino,5,4734,21,1701,34
16,RBF_40_0.37,Treino,6,4734,21,1703,32
17,RBF_40_0.37,Treino,7,4716,23,1725,26
18,RBF_40_0.37,Treino,8,4749,17,1702,22
19,RBF_40_0.37,Treino,9,4754,15,1695,26
