,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.4,Teste,0,528,0,194,0
1,RBF_40_0.4,Teste,1,530,2,189,0
2,RBF_40_0.4,Teste,2,521,2,193,5
3,RBF_40_0.4,Teste,3,523,3,194,1
4,RBF_40_0.4,Teste,4,520,3,197,1
5,RBF_40_0.4,Teste,5,530,3,187,1
6,RBF_40_0.4,Teste,6,532,1,186,2
7,RBF_40_0.4,Teste,7,546,3,170,2
8,RBF_40_0.4,Teste,8,521,1,198,1
9,RBF_40_0.4,Teste,9,517,2,202,0
10,RBF_40_0.4,Treino,0,4753,7,1709,20
11,RBF_40_0.4,Treino,1,4744,12,1714,20
12,RBF_40_0.4,Treino,2,4749,16,1703,22
13,RBF_40_0.4,Treino,3,4743,19,1701,27
14,RBF_40_0.4,Treino,4,4751,14,1700,25
15,RBF_40_0.4,Treino,5,4741,14,1711,24
16,RBF_40_0.4,Treino,6,4739,16,1707,28
17,RBF_40_0.4,Treino,7,4725,14,1731,20
18,RBF_40_0.4,Treino,8,4753,13,1705,19
19,RBF_40_0.4,Treino,9,4756,13,1701,20
