,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.33,Teste,0,527,1,194,0
1,RBF_40_0.33,Teste,1,529,3,187,2
2,RBF_40_0.33,Teste,2,519,4,191,7
3,RBF_40_0.33,Teste,3,519,7,194,1
4,RBF_40_0.33,Teste,4,520,3,197,1
5,RBF_40_0.33,Teste,5,527,6,186,2
6,RBF_40_0.33,Teste,6,531,2,185,3
7,RBF_40_0.33,Teste,7,544,5,167,5
8,RBF_40_0.33,Teste,8,518,4,194,5
9,RBF_40_0.33,Teste,9,515,4,201,1
10,RBF_40_0.33,Treino,0,4740,20,1700,29
11,RBF_40_0.33,Treino,1,4726,30,1699,35
12,RBF_40_0.33,Treino,2,4730,35,1694,31
13,RBF_40_0.33,Treino,3,4716,46,1679,49
14,RBF_40_0.33,Treino,4,4722,43,1679,46
15,RBF_40_0.33,Treino,5,4720,35,1692,43
16,RBF_40_0.33,Treino,6,4725,30,1697,38
17,RBF_40_0.33,Treino,7,4697,42,1712,39
18,RBF_40_0.33,Treino,8,4736,30,1695,29
19,RBF_40_0.33,Treino,9,4736,33,1687,34
