,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.35,Teste,0,528,0,194,0
1,RBF_40_0.35,Teste,1,529,3,188,1
2,RBF_40_0.35,Teste,2,520,3,192,6
3,RBF_40_0.35,Teste,3,519,7,194,1
4,RBF_40_0.35,Teste,4,520,3,197,1
5,RBF_40_0.35,Teste,5,528,5,186,2
6,RBF_40_0.35,Teste,6,532,1,185,3
7,RBF_40_0.35,Teste,7,544,5,169,3
8,RBF_40_0.35,Teste,8,520,2,196,3
9,RBF_40_0.35,Teste,9,516,3,202,0
10,RBF_40_0.35,Treino,0,4749,11,1704,25
11,RBF_40_0.35,Treino,1,4735,21,1705,29
12,RBF_40_0.35,Treino,2,4734,31,1696,29
13,RBF_40_0.35,Treino,3,4728,34,1691,37
14,RBF_40_0.35,Treino,4,4734,31,1689,36
15,RBF_40_0.35,Treino,5,4725,30,1698,37
16,RBF_40_0.35,Treino,6,4731,24,1697,38
17,RBF_40_0.35,Treino,7,4711,28,1719,32
18,RBF_40_0.35,Treino,8,4747,19,1699,25
19,RBF_40_0.35,Treino,9,4745,24,1692,29
