,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.31,Teste,0,526,2,193,1
1,RBF_40_0.31,Teste,1,525,7,185,4
2,RBF_40_0.31,Teste,2,515,8,191,7
3,RBF_40_0.31,Teste,3,516,10,193,2
4,RBF_40_0.31,Teste,4,518,5,195,3
5,RBF_40_0.31,Teste,5,526,7,185,3
6,RBF_40_0.31,Teste,6,527,6,185,3
7,RBF_40_0.31,Teste,7,540,9,167,5
8,RBF_40_0.31,Teste,8,517,5,194,5
9,RBF_40_0.31,Teste,9,512,7,200,2
10,RBF_40_0.31,Treino,0,4733,27,1695,34
11,RBF_40_0.31,Treino,1,4709,47,1690,44
12,RBF_40_0.31,Treino,2,4719,46,1687,38
13,RBF_40_0.31,Treino,3,4700,62,1663,65
14,RBF_40_0.31,Treino,4,4707,58,1673,52
15,RBF_40_0.31,Treino,5,4695,60,1683,52
16,RBF_40_0.31,Treino,6,4710,45,1691,44
17,RBF_40_0.31,Treino,7,4682,57,1701,50
18,RBF_40_0.31,Treino,8,4724,42,1687,37
19,RBF_40_0.31,Treino,9,4725,44,1674,47
