,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.36,Teste,0,528,0,194,0
1,RBF_40_0.36,Teste,1,529,3,188,1
2,RBF_40_0.36,Teste,2,520,3,192,6
3,RBF_40_0.36,Teste,3,523,3,194,1
4,RBF_40_0.36,Teste,4,520,3,197,1
5,RBF_40_0.36,Teste,5,528,5,187,1
6,RBF_40_0.36,Teste,6,532,1,185,3
7,RBF_40_0.36,Teste,7,545,4,169,3
8,RBF_40_0.36,Teste,8,520,2,196,3
9,RBF_40_0.36,Teste,9,517,2,202,0
10,RBF_40_0.36,Treino,0,4750,10,1705,24
11,RBF_40_0.36,Treino,1,4738,18,1708,26
12,RBF_40_0.36,Treino,2,4740,25,1698,27
13,RBF_40_0.36,Treino,3,4731,31,1694,34
14,RBF_40_0.36,Treino,4,4737,28,1692,33
15,RBF_40_0.36,Treino,5,4729,26,1701,34
16,RBF_40_0.36,Treino,6,4733,22,1699,36
17,RBF_40_0.36,Treino,7,4715,24,1722,29
18,RBF_40_0.36,Treino,8,4748,18,1702,22
19,RBF_40_0.36,Treino,9,4749,20,1692,29
