,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.28,Teste,0,522,6,191,3
1,RBF_40_0.28,Teste,1,520,12,180,9
2,RBF_40_0.28,Teste,2,510,13,188,10
3,RBF_40_0.28,Teste,3,502,24,192,3
4,RBF_40_0.28,Teste,4,511,12,193,5
5,RBF_40_0.28,Teste,5,524,9,181,7
6,RBF_40_0.28,Teste,6,522,11,183,5
7,RBF_40_0.28,Teste,7,531,18,163,9
8,RBF_40_0.28,Teste,8,513,9,189,10
9,RBF_40_0.28,Teste,9,506,13,197,5
10,RBF_40_0.28,Treino,0,4675,85,1676,53
11,RBF_40_0.28,Treino,1,4622,134,1647,87
12,RBF_40_0.28,Treino,2,4666,99,1651,74
13,RBF_40_0.28,Treino,3,4626,136,1629,99
14,RBF_40_0.28,Treino,4,4642,123,1629,96
15,RBF_40_0.28,Treino,5,4635,120,1643,92
16,RBF_40_0.28,Treino,6,4628,127,1642,93
17,RBF_40_0.28,Treino,7,4599,140,1658,93
18,RBF_40_0.28,Treino,8,4658,108,1643,81
19,RBF_40_0.28,Treino,9,4658,111,1639,82
