,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.32,Teste,0,526,2,193,1
1,RBF_40_0.32,Teste,1,529,3,185,4
2,RBF_40_0.32,Teste,2,517,6,191,7
3,RBF_40_0.32,Teste,3,518,8,194,1
4,RBF_40_0.32,Teste,4,520,3,196,2
5,RBF_40_0.32,Teste,5,527,6,186,2
6,RBF_40_0.32,Teste,6,531,2,185,3
7,RBF_40_0.32,Teste,7,543,6,167,5
8,RBF_40_0.32,Teste,8,518,4,194,5
9,RBF_40_0.32,Teste,9,512,7,201,1
10,RBF_40_0.32,Treino,0,4737,23,1698,31
11,RBF_40_0.32,Treino,1,4719,37,1694,40
12,RBF_40_0.32,Treino,2,4725,40,1691,34
13,RBF_40_0.32,Treino,3,4707,55,1677,51
14,RBF_40_0.32,Treino,4,4713,52,1674,51
15,RBF_40_0.32,Treino,5,4709,46,1690,45
16,RBF_40_0.32,Treino,6,4718,37,1695,40
17,RBF_40_0.32,Treino,7,4691,48,1706,45
18,RBF_40_0.32,Treino,8,4730,36,1693,31
19,RBF_40_0.32,Treino,9,4731,38,1681,40
