,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.27,Teste,0,378,150,114,80
1,RBF_40_0.27,Teste,1,385,147,114,75
2,RBF_40_0.27,Teste,2,370,153,110,88
3,RBF_40_0.27,Teste,3,385,141,126,69
4,RBF_40_0.27,Teste,4,396,127,134,64
5,RBF_40_0.27,Teste,5,209,324,50,138
6,RBF_40_0.27,Teste,6,179,354,32,156
7,RBF_40_0.27,Teste,7,176,373,42,130
8,RBF_40_0.27,Teste,8,359,163,126,73
9,RBF_40_0.27,Teste,9,208,311,64,138
10,RBF_40_0.27,Treino,0,3475,1285,984,745
11,RBF_40_0.27,Treino,1,3434,1322,982,752
12,RBF_40_0.27,Treino,2,3413,1352,974,751
13,RBF_40_0.27,Treino,3,3651,1111,1080,648
14,RBF_40_0.27,Treino,4,3620,1145,1077,648
15,RBF_40_0.27,Treino,5,1845,2910,429,1306
16,RBF_40_0.27,Treino,6,1707,3048,360,1375
17,RBF_40_0.27,Treino,7,1740,2999,411,1340
18,RBF_40_0.27,Treino,8,3421,1345,1004,720
19,RBF_40_0.27,Treino,9,2101,2668,479,1242
