,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.28,Teste,0,407,121,133,61
1,RBF_40_0.28,Teste,1,416,116,126,63
2,RBF_40_0.28,Teste,2,434,89,142,56
3,RBF_40_0.28,Teste,3,417,109,130,65
4,RBF_40_0.28,Teste,4,422,101,144,54
5,RBF_40_0.28,Teste,5,435,98,134,54
6,RBF_40_0.28,Teste,6,390,143,93,95
7,RBF_40_0.28,Teste,7,437,112,117,55
8,RBF_40_0.28,Teste,8,415,107,151,48
9,RBF_40_0.28,Teste,9,411,108,136,66
10,RBF_40_0.28,Treino,0,3777,983,1143,586
11,RBF_40_0.28,Treino,1,3726,1030,1125,609
12,RBF_40_0.28,Treino,2,3912,853,1217,508
13,RBF_40_0.28,Treino,3,3853,909,1178,550
14,RBF_40_0.28,Treino,4,3853,912,1193,532
15,RBF_40_0.28,Treino,5,3871,884,1218,517
16,RBF_40_0.28,Treino,6,3458,1297,980,755
17,RBF_40_0.28,Treino,7,3770,969,1183,568
18,RBF_40_0.28,Treino,8,3901,865,1197,527
19,RBF_40_0.28,Treino,9,3868,901,1158,563
