,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.23,Teste,0,85,443,19,175
1,RBF_40_0.23,Teste,1,100,432,20,169
2,RBF_40_0.23,Teste,2,85,438,16,182
3,RBF_40_0.23,Teste,3,98,428,24,171
4,RBF_40_0.23,Teste,4,67,456,15,183
5,RBF_40_0.23,Teste,5,82,451,22,166
6,RBF_40_0.23,Teste,6,86,447,13,175
7,RBF_40_0.23,Teste,7,69,480,15,157
8,RBF_40_0.23,Teste,8,97,425,18,181
9,RBF_40_0.23,Teste,9,89,430,26,176
10,RBF_40_0.23,Treino,0,877,3883,152,1577
11,RBF_40_0.23,Treino,1,933,3823,189,1545
12,RBF_40_0.23,Treino,2,824,3941,145,1580
13,RBF_40_0.23,Treino,3,759,4003,123,1605
14,RBF_40_0.23,Treino,4,657,4108,118,1607
15,RBF_40_0.23,Treino,5,754,4001,141,1594
16,RBF_40_0.23,Treino,6,887,3868,162,1573
17,RBF_40_0.23,Treino,7,676,4063,112,1639
18,RBF_40_0.23,Treino,8,824,3942,157,1567
19,RBF_40_0.23,Treino,9,908,3861,170,1551
