,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.25,Teste,0,129,399,31,163
1,RBF_40_0.25,Teste,1,140,392,32,157
2,RBF_40_0.25,Teste,2,137,386,34,164
3,RBF_40_0.25,Teste,3,145,381,34,161
4,RBF_40_0.25,Teste,4,128,395,24,174
5,RBF_40_0.25,Teste,5,125,408,25,163
6,RBF_40_0.25,Teste,6,115,418,19,169
7,RBF_40_0.25,Teste,7,94,455,23,149
8,RBF_40_0.25,Teste,8,143,379,27,172
9,RBF_40_0.25,Teste,9,125,394,40,162
10,RBF_40_0.25,Treino,0,1313,3447,260,1469
11,RBF_40_0.25,Treino,1,1379,3377,292,1442
12,RBF_40_0.25,Treino,2,1225,3540,253,1472
13,RBF_40_0.25,Treino,3,1262,3500,250,1478
14,RBF_40_0.25,Treino,4,1214,3551,234,1491
15,RBF_40_0.25,Treino,5,1084,3671,214,1521
16,RBF_40_0.25,Treino,6,1186,3569,225,1510
17,RBF_40_0.25,Treino,7,930,3809,168,1583
18,RBF_40_0.25,Treino,8,1260,3506,263,1461
19,RBF_40_0.25,Treino,9,1268,3501,262,1459
