,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.24,Teste,0,100,428,23,171
1,RBF_40_0.24,Teste,1,118,414,26,163
2,RBF_40_0.24,Teste,2,111,412,22,176
3,RBF_40_0.24,Teste,3,117,409,28,167
4,RBF_40_0.24,Teste,4,85,438,17,181
5,RBF_40_0.24,Teste,5,98,435,24,164
6,RBF_40_0.24,Teste,6,98,435,17,171
7,RBF_40_0.24,Teste,7,79,470,18,154
8,RBF_40_0.24,Teste,8,117,405,22,177
9,RBF_40_0.24,Teste,9,109,410,32,170
10,RBF_40_0.24,Treino,0,1072,3688,193,1536
11,RBF_40_0.24,Treino,1,1134,3622,234,1500
12,RBF_40_0.24,Treino,2,980,3785,184,1541
13,RBF_40_0.24,Treino,3,930,3832,165,1563
14,RBF_40_0.24,Treino,4,862,3903,161,1564
15,RBF_40_0.24,Treino,5,908,3847,173,1562
16,RBF_40_0.24,Treino,6,1034,3721,188,1547
17,RBF_40_0.24,Treino,7,779,3960,134,1617
18,RBF_40_0.24,Treino,8,1001,3765,200,1524
19,RBF_40_0.24,Treino,9,1069,3700,207,1514
