,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.21,Teste,0,55,473,16,178
1,RBF_40_0.21,Teste,1,72,460,13,176
2,RBF_40_0.21,Teste,2,62,461,10,188
3,RBF_40_0.21,Teste,3,69,457,15,180
4,RBF_40_0.21,Teste,4,45,478,5,193
5,RBF_40_0.21,Teste,5,66,467,15,173
6,RBF_40_0.21,Teste,6,60,473,9,179
7,RBF_40_0.21,Teste,7,54,495,12,160
8,RBF_40_0.21,Teste,8,70,452,12,187
9,RBF_40_0.21,Teste,9,63,456,18,184
10,RBF_40_0.21,Treino,0,631,4129,101,1628
11,RBF_40_0.21,Treino,1,664,4092,117,1617
12,RBF_40_0.21,Treino,2,612,4153,101,1624
13,RBF_40_0.21,Treino,3,535,4227,84,1644
14,RBF_40_0.21,Treino,4,436,4329,78,1647
15,RBF_40_0.21,Treino,5,568,4187,103,1632
16,RBF_40_0.21,Treino,6,668,4087,126,1609
17,RBF_40_0.21,Treino,7,498,4241,72,1679
18,RBF_40_0.21,Treino,8,555,4211,110,1614
19,RBF_40_0.21,Treino,9,690,4079,111,1610
