,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.22,Teste,0,67,461,18,176
1,RBF_40_0.22,Teste,1,83,449,17,172
2,RBF_40_0.22,Teste,2,71,452,15,183
3,RBF_40_0.22,Teste,3,84,442,19,176
4,RBF_40_0.22,Teste,4,54,469,7,191
5,RBF_40_0.22,Teste,5,73,460,19,169
6,RBF_40_0.22,Teste,6,72,461,11,177
7,RBF_40_0.22,Teste,7,61,488,13,159
8,RBF_40_0.22,Teste,8,83,439,16,183
9,RBF_40_0.22,Teste,9,73,446,22,180
10,RBF_40_0.22,Treino,0,727,4033,123,1606
11,RBF_40_0.22,Treino,1,785,3971,139,1595
12,RBF_40_0.22,Treino,2,704,4061,125,1600
13,RBF_40_0.22,Treino,3,624,4138,103,1625
14,RBF_40_0.22,Treino,4,529,4236,90,1635
15,RBF_40_0.22,Treino,5,649,4106,128,1607
16,RBF_40_0.22,Treino,6,768,3987,144,1591
17,RBF_40_0.22,Treino,7,582,4157,92,1659
18,RBF_40_0.22,Treino,8,677,4089,130,1594
19,RBF_40_0.22,Treino,9,787,3982,140,1581
